index,m2,m3,m5,x,y,z
57,0.0,-1.6,-1.5,-0.32615104073228124,0.001053692314407276,0.014481408727858552
58,0.0,-1.6,-1.6,-0.3261510052608556,0.0010536923847751193,0.014481351009369287
59,0.0,-1.6,-1.7000000000000002,-0.24806976772227302,0.0010536889292166278,0.019047118976526056
60,0.0,-1.6,-1.8,-0.20976079604653752,0.0010536875532432743,0.027148575902693872
61,0.0,-1.6,-1.9000000000000001,-0.17245199995381263,0.001053686260480269,0.0390341280677427
62,0.0,-1.6,-2.0,-0.1365161990709492,0.001053685059652427,0.05458499385357263
63,0.1,-0.9,-2.0,-0.33609881904843775,0.0010536398107711226,0.19360635945150542
64,0.1,-1.0,0.0,-0.33609881904910427,0.0010536392605898586,0.19360635945046736
65,0.1,-1.0,-1.7000000000000002,-0.4274599555330626,0.0010536556039547193,0.18544065919363514
66,0.1,-1.0,-1.8,-0.38995663555895976,0.0010536551767657597,0.1741841093036348
67,0.1,-1.0,-1.9000000000000001,-0.3515168506190615,0.0010536549615891991,0.16672786958869792
68,0.1,-1.0,-2.0,-0.35151685061926347,0.0010536547550378712,0.1667278695883013
69,0.1,-1.1,-1.4000000000000001,-0.5108292729848513,0.0010536689104049138,0.1905845792544225
70,0.1,-1.1,-1.5,-0.4763098124173199,0.001053667466555975,0.1721016298407742
71,0.1,-1.1,-1.6,-0.4401175890234461,0.0010536663051791178,0.157157214739521
72,0.1,-1.1,-1.7000000000000002,-0.4026142237083443,0.0010536651122564373,0.14590065367693614
73,0.1,-1.1,-1.8,-0.3641744841094535,0.0010536644002887199,0.13844442513471034
74,0.1,-1.1,-1.9000000000000001,-0.3251823560103018,0.0010536639885239893,0.1348630115566425
75,0.1,-1.1,-2.0,-0.32518235601029716,0.0010536639944502908,0.13486301155665448
76,0.1,-1.2000000000000002,-1.3,-0.5206000374383667,0.0010536775349078622,0.16117877917778672
77,0.1,-1.2000000000000002,-1.4000000000000001,-0.48608057687114453,0.001053675464425009,0.14269582976347914
78,0.1,-1.2000000000000002,-1.5,-0.4498883534774215,0.001053673860146678,0.1277514146620722
79,0.1,-1.2000000000000002,-1.6,-0.4123849881624145,0.0010536721181187163,0.11649485359922768
80,0.1,-1.2000000000000002,-1.7000000000000002,-0.412384988162332,0.0010536722694198598,0.116494853599525
81,0.1,-1.2000000000000002,-1.8,-0.3349531204644306,0.001053669995281382,0.10545721147897805
82,0.1,-1.2000000000000002,-1.9000000000000001,-0.3349531204643515,0.00105367013655444,0.10545721147926304
83,0.1,-1.2000000000000002,-2.0,-0.2957982458465458,0.001053669554319559,0.10578640835556907
84,0.1,-1.3,0.0,-0.25687184746082065,0.0010536692302259773,0.11002292645807249
85,0.1,-1.3,-1.1,-0.5598880908141959,0.0010536862925247447,0.1527812811879638
86,0.1,-1.3,-1.2000000000000002,-0.5273863002772156,0.0010536835635288422,0.13094447306947324
87,0.1,-1.3,-1.3,-0.4928668819278803,0.0010536810847128826,0.11246154361225258
88,0.1,-1.3,-1.4000000000000001,-0.45667466031592163,0.0010536787422704597,0.09751712419543943
89,0.1,-1.3,-1.5,-0.4191712963427271,0.0010536768915142128,0.08626055866224339
90,0.1,-1.3,-1.6,-0.38073151140280215,0.0010536752170598692,0.07880431894745415
91,0.1,-1.3,-1.7000000000000002,-0.341739383303682,0.0010536739353143574,0.07522290536950166
92,0.1,-1.3,-1.8,-0.302584555303643,0.001053672875043434,0.0755520995197683
93,0.1,-1.3,-1.9000000000000001,-0.26365815641291374,0.001053672074125313,0.07978861298181628
94,0.1,-1.3,-2.0,-0.22534917318401257,0.0010536718122092998,0.08789011783567308
95,0.1,-1.4000000000000001,-0.8,-0.6212970329649269,0.0010536974781196365,0.1748515875932803
96,0.1,-1.4000000000000001,-0.9,-0.6212970329649897,0.0010536971652169336,0.17485158759239317
97,0.1,-1.4000000000000001,-1.0,-0.5636220620755952,0.001053691029999739,0.12202048836220389
98,0.1,-1.4000000000000001,-1.1,-0.5311202715386444,0.0010536879913935072,0.10018368024324242
99,0.1,-1.4000000000000001,-1.2000000000000002,-0.49660081097160447,0.0010536850035205193,0.08170073082775364
100,0.1,-1.4000000000000001,-1.3,-0.46040863157736595,0.0010536826553070088,0.06675633136887446
101,0.1,-1.4000000000000001,-1.4000000000000001,-0.42290526760424296,0.0010536803066672528,0.055499765835159726
102,0.1,-1.4000000000000001,-1.5,-0.3844654826643427,0.001053678282465875,0.048043526120228164
103,0.1,-1.4000000000000001,-1.6,-0.34547335456528055,0.0010536765380230603,0.044462112541962584
104,0.1,-1.4000000000000001,-1.7000000000000002,-0.30631847994759176,0.0010536748561764547,0.044791309417547887
105,0.1,-1.4000000000000001,-1.8,-0.2673921276745387,0.0010536740124347875,0.04902782015431173
106,0.1,-1.4000000000000001,-1.9000000000000001,-0.2290831444457262,0.0010536731920132263,0.0571293250077449
107,0.1,-1.4000000000000001,-2.0,-0.1917743477583692,0.0010536725508342884,0.06901487365515468
108,0.1,-1.5,-0.6000000000000001,-0.64653830844868,0.0010537043478919248,0.17433811235263422
109,0.1,-1.5,-0.7000000000000001,-0.6219413941386432,0.0010537009617943962,0.1438716954776779
110,0.1,-1.5,-0.8,-0.5944257792368186,0.0010536976793117175,0.11601306102576081
111,0.1,-1.5,-0.9,-0.5642664232491978,0.0010536946169856871,0.09104059624702979
112,0.1,-1.5,-1.0,-0.5317646327121913,0.0010536914300883539,0.0692037881279027
113,0.1,-1.5,-1.1,-0.4972451721450865,0.0010536884091234156,0.0507208387126101
114,0.1,-1.5,-1.2000000000000002,-0.49724517214507125,0.0010536881805937176,0.0507208387120876
115,0.1,-1.5,-1.3,-0.46105294875156655,0.0010536853844492792,0.03577642360956801
116,0.1,-1.5,-1.4000000000000001,-0.38510984383778446,0.0010536802402024762,0.017063634003314787
117,0.1,-1.5,-1.5,-0.34611771573873573,0.0010536783888315034,0.013482220425373642
118,0.1,-1.5,-1.6,-0.30696284112099603,0.001053676243890035,0.013811417300591572
119,0.1,-1.5,-1.7000000000000002,-0.2680364427353149,0.001053674769313531,0.018047935402963344
120,0.1,-1.5,-1.8,-0.22972750561919136,0.0010536735497153093,0.02614943288987817
121,0.1,-1.5,-1.9000000000000001,-0.22972750561919725,0.001053673647120244,0.02614943289008201
122,0.1,-1.5,-2.0,-0.15648287612737638,0.0010536724831487119,0.053585817450247514
123,0.1,-1.6,-0.4,-0.6655190940546846,0.001053709982075117,0.17621847693263076
124,0.1,-1.6,-0.5,-0.6440866212870512,0.001053706916950738,0.14344866193650996
125,0.1,-1.6,-0.6000000000000001,-0.6194896914202577,0.0010537035661730243,0.11298222765043972
126,0.1,-1.6,-0.7000000000000001,-0.5919740920750177,0.001053700227089218,0.08512361060969531
127,0.1,-1.6,-0.8,-0.5618147173816884,0.0010536969282053546,0.060151131857018564
128,0.1,-1.6,-0.9,-0.5293129455503338,0.0010536938675121228,0.03831433771204554
129,0.1,-1.6,-1.0,-0.5293129455501561,0.0010536933373123188,0.03831433771067702
130,0.1,-1.6,-1.1,-0.4586012615894931,0.001053687258552448,0.004886973193077182
131,0.1,-1.6,-1.8,-0.1899670124425012,0.0010183067787384956,0.007145459321902858
132,0.1,-1.6,-1.9000000000000001,-0.15403118939127575,0.0010552057429087933,0.02269637031314936
133,0.1,-1.6,-2.0,-0.11982737917712599,0.0010536711077322404,0.04175711132260643
