m2,m3,m5,x,y,z
0.7000000000000008,-0.8707963267948957,-0.8707963267948957,-0.6911951595732527,0.001053323283467382,0.06828011431988298
0.7100000000000009,-0.8607963267948957,-0.8607963267948957,-0.695701787690829,0.0010533239968852136,0.06952255535207155
0.7200000000000009,-0.8507963267948957,-0.8507963267948957,-0.7001698369331775,0.0010533080697373476,0.07077949420149834
0.7300000000000009,-0.8407963267948957,-0.8407963267948957,-0.7045988777577539,0.001053330757002623,0.07205088852404215
0.7400000000000009,-0.8307963267948957,-0.8307963267948957,-0.7089884930831687,0.001053335092922676,0.07333661952474496
0.7500000000000009,-0.8207963267948957,-0.8207963267948957,-0.713338174670201,0.0010533387338922382,0.07463645909870484
0.7600000000000009,-0.8107963267948957,-0.8107963267948957,-0.7176475223528099,0.0010533430914833135,0.07595032688538936
0.7700000000000009,-0.8007963267948957,-0.8007963267948957,-0.7219161052006406,0.0010533482141916227,0.0772780914995595
0.7800000000000009,-0.7907963267948956,-0.7907963267948956,-0.7261434963597793,0.0010533556351402652,0.07861962017057234
0.7900000000000009,-0.7807963267948956,-0.7807963267948956,-0.7303292650520762,0.0010533571073330014,0.07997473519224019
0.8000000000000009,-0.7707963267948956,-0.7707963267948956,-0.7344730414068008,0.0010533611939565648,0.08134343986543136
0.8100000000000009,-0.7607963267948956,-0.7607963267948956,-0.7385743375243659,0.0010533705328512248,0.08272545042491736
0.820000000000001,-0.7507963267948956,-0.7507963267948956,-0.7426327761470664,0.0010533733066772496,0.08412068028500358
0.830000000000001,-0.7407963267948956,-0.7407963267948956,-0.7466479514351951,0.0010533796046790353,0.08552898995397332
0.840000000000001,-0.7307963267948956,-0.7307963267948956,-0.7506194618753357,0.0010533880057494451,0.08695023859831294
0.850000000000001,-0.7207963267948956,-0.7207963267948956,-0.7545469027783932,0.0010533915788807982,0.08838423909893486
0.860000000000001,-0.7107963267948956,-0.7107963267948956,-0.7584298965740105,0.001053397228745914,0.08983093779137988
0.870000000000001,-0.7007963267948956,-0.7007963267948956,-0.7622680774508775,0.0010534041259928075,0.09129019943373037
0.880000000000001,-0.6907963267948956,-0.6907963267948956,-0.7660610010160546,0.0010534099875162315,0.09276177006036371
0.890000000000001,-0.6807963267948955,-0.6807963267948955,-0.7698083184481654,0.001053416480633312,0.09424555638738452
0.900000000000001,-0.6707963267948955,-0.6707963267948955,-0.7735096550193044,0.0010534241770946626,0.09574141003963729
0.910000000000001,-0.6607963267948955,-0.6607963267948955,-0.7771646335858756,0.0010534302059526884,0.09724913510129349
0.920000000000001,-0.6507963267948955,-0.6507963267948955,-0.7807729027710935,0.0010534427668577944,0.09876867325431671
0.930000000000001,-0.6407963267948955,-0.6407963267948955,-0.7843341225653941,0.001053443963822508,0.10029988229221914
0.9400000000000011,-0.6307963267948955,-0.6307963267948955,-0.7878478806429947,0.0010534555450746367,0.10184249763083877
0.9500000000000011,-0.6207963267948955,-0.6207963267948955,-0.7878478806429947,0.0010534560605117813,0.10184249763262007
0.9600000000000011,-0.6107963267948955,-0.6107963267948955,-0.7947316958082642,0.001053467430150511,0.10496149578379158
0.9700000000000011,-0.6007963267948955,-0.6007963267948955,-0.7981010580613682,0.0010534731029719,0.10653751914924367
0.9800000000000011,-0.5907963267948955,-0.5907963267948955,-0.8014216167625509,0.0010534828726398717,0.1081244280351481
0.9900000000000011,-0.5807963267948955,-0.5807963267948955,-0.8046930589276634,0.0010534824242334653,0.10972207384738941
